DryBulb,DewPoint,Hour,Weekday,IsWorkingDay,P_W_S_hour_l,P_D_S_hour_l,prev24HrAveLoad,target_variable
5,-4,7,7,0,15916,17639,17764.04167,15665
5,-4,8,7,0,16730,18973,17665.75,16614
6,-4,9,7,0,17552,19181,17607.125,17774
8,-4,10,7,0,18140,19219,17577.625,18511
10,-4,11,7,0,18212,19244,17553.54167,18666
12,-6,12,7,0,17933,19138,17523.45833,18416
13,-8,13,7,0,17336,18909,17483.875,17959
15,-10,14,7,0,16824,18747,17432.66667,17518
15,-11,15,7,0,16474,18524,17379.33333,17244
15,-13,16,7,0,16478,18571,17325.45833,17278
13,-14,17,7,0,17421,19249,17277.25,18092
11,-14,18,7,0,18769,20666,17237.70833,19717
9,-14,19,7,0,18662,20655,17204.25,19852
8,-14,20,7,0,18091,20148,17175.08333,19448
6,-13,21,7,0,17499,19539,17151.125,18964
6,-13,22,7,0,16762,18665,17134.83333,18274
4,-12,23,7,0,15680,17424,17128.08333,17262
3,-14,24,7,0,14636,16095,17134.375,16246
2,-15,1,1,0,13592,15163,17146.625,15457
1,-15,2,1,0,13062,14662,17161.625,15022
0,-15,3,1,0,12734,14415,17178.70833,14825
-1,-16,4,1,0,12586,14302,17197.16667,14745
-1,-16,5,1,0,12578,14378,17214.58333,14796
-1,-16,6,1,0,12789,14805,17226.625,15094
-2,-17,7,1,0,13316,15665,17227.25,15680
-2,-18,8,1,0,14053,16614,17216.33333,16352
-2,-18,9,1,0,15150,17774,17198.66667,17350
0,-17,10,1,0,16027,18511,17178.33333,18023
3,-17,11,1,0,16620,18666,17162.70833,18291
6,-16,12,1,0,16900,18416,17157.91667,18301
9,-15,13,1,0,16974,17959,17164.58333,18119
11,-15,14,1,0,16803,17518,17174.375,17753
13,-15,15,1,0,16583,17244,17184.70833,17492
14,-14,16,1,0,16493,17278,17195.875,17546
14,-15,17,1,0,17145,18092,17212.33333,18487
11,-14,18,1,0,17969,19717,17236.75,20303
10,-14,19,1,0,17956,19852,17263.75,20500
9,-13,20,1,0,17673,19448,17292.25,20132
8,-13,21,1,0,17069,18964,17313.125,19465
7,-12,22,1,0,16172,18274,17316.95833,18366
6,-11,23,1,0,15064,17262,17305.33333,16983
6,-11,24,1,0,14013,16246,17285.66667,15774
5,-11,1,2,1,13281,15457,17266.04167,14986
5,-11,2,2,1,12926,15022,17250.33333,14645
5,-11,3,2,1,12772,14825,17238.91667,14551
4,-12,4,2,1,12818,14745,17231.70833,14572
4,-12,5,2,1,13158,14796,17237.125,14926
4,-12,6,2,1,14123,15094,17281.75,16165
4,-11,7,2,1,15610,15680,17401.875,18563
4,-12,8,2,1,16776,16352,17551.16667,19935
3,-13,9,2,1,17504,17350,17667.95833,20153
5,-13,10,2,1,18045,18023,17756.41667,20146
8,-12,11,2,1,18445,18291,17831.375,20090
11,-11,12,2,1,18452,18301,17898.25,19906
13,-11,13,2,1,18366,18119,17962.16667,19653
14,-11,14,2,1,18060,17753,18030.66667,19397
16,-10,15,2,1,17940,17492,18099.70833,19149
16,-9,16,2,1,17972,17546,18169.5,19221
16,-9,17,2,1,18922,18487,18235.45833,20070
16,-8,18,2,1,20596,20303,18286,21516
16,-8,19,2,1,20698,20500,18330.66667,21572
15,-7,20,2,1,20372,20132,18369.79167,21071
15,-9,21,2,1,19598,19465,18404.58333,20300
14,-8,22,2,1,18346,18366,18431.91667,19022
14,-8,23,2,1,16820,16983,18445.08333,17299
13,-8,24,2,1,15393,15774,18448.375,15853
13,-8,1,3,1,14429,14986,18444.91667,14903
12,-7,2,3,1,13980,14645,18437.5,14467
11,-8,3,3,1,13858,14551,18426.95833,14298
10,-8,4,3,1,13868,14572,18416.29167,14316
10,-8,5,3,1,14197,14926,18404.04167,14632
10,-9,6,3,1,15398,16165,18390.41667,15838
10,-8,7,3,1,17630,18563,18374.45833,18180
10,-7,8,3,1,18975,19935,18356.16667,19496
11,-7,9,3,1,19187,20153,18334.79167,19640
13,-7,10,3,1,19008,20146,18314.20833,19652
15,-7,11,3,1,19047,20090,18294.875,19626
17,-7,12,3,1,18794,19906,18279.625,19540
18,-6,13,3,1,18720,19653,18267.91667,19372
19,-5,14,3,1,18505,19397,18262.16667,19259
20,-4,15,3,1,18286,19149,18257.16667,19029
20,-3,16,3,1,18334,19221,18248.875,19022
20,-3,17,3,1,19187,20070,18233.58333,19703
20,-2,18,3,1,20895,21516,18212.41667,21008
20,-2,19,3,1,21050,21572,18187.58333,20976
20,-2,20,3,1,20670,21071,18161.08333,20435
20,-1,21,3,1,19974,20300,18131.5,19590
20,-1,22,3,1,18742,19022,18102.04167,18315
20,0,23,3,1,17199,17299,18077.66667,16714
20,-1,24,3,1,15665,15853,18053.95833,15284
19,4,1,4,1,14743,14903,18031.875,14373
19,5,2,4,1,14300,14467,18009.41667,13928
20,6,3,4,1,14075,14298,17985.125,13715
19,10,4,4,1,14139,14316,17957.125,13644
19,9,5,4,1,14414,14632,17927.20833,13914
19,10,6,4,1,15627,15838,17889.29167,14928
19,10,7,4,1,17921,18180,17834.5,16865
19,11,8,4,1,19135,19496,17778.29167,18147
20,12,9,4,1,19221,19640,17736.79167,18644
20,14,10,4,1,19129,19652,17708.5,18973
20,16,11,4,1,19025,19626,17688.54167,19147
21,17,12,4,1,18742,19540,17671.5,19131
22,18,13,4,1,18410,19372,17651.58333,18894
24,19,14,4,1,18176,19259,17626.66667,18661
25,19,15,4,1,17901,19029,17604.375,18494
25,20,16,4,1,17912,19022,17582.83333,18505
25,21,17,4,1,18767,19703,17560.33333,19163
25,20,18,4,1,20423,21008,17542.25,20574
25,20,19,4,1,20570,20976,17525.91667,20584
24,18,20,4,1,20191,20435,17509.5,20041
24,17,21,4,1,19516,19590,17497.08333,19292
24,16,22,4,1,18407,18315,17485.25,18031
24,15,23,4,1,16780,16714,17468.66667,16316
23,14,24,4,1,15374,15284,17451.625,14875
22,12,1,5,1,14493,14373,17435.125,13977
21,12,2,5,1,14061,13928,17421.54167,13602
21,12,3,5,1,13840,13715,17410.375,13447
21,11,4,5,1,13744,13644,17400.33333,13403
21,11,5,5,1,14016,13914,17391.29167,13697
20,11,6,5,1,15187,14928,17388.75,14867
20,11,7,5,1,17433,16865,17401.875,17180
19,10,8,5,1,18827,18147,17411.83333,18386
20,12,9,5,1,18974,18644,17406.08333,18506
22,11,10,5,1,18955,18973,17387.375,18524
23,11,11,5,1,19003,19147,17364.41667,18596
23,9,12,5,1,18827,19131,17343.125,18620
23,8,13,5,1,18509,18894,17325.29167,18466
22,6,14,5,1,18248,18661,17312,18342
22,6,15,5,1,17924,18494,17302,18254
22,4,16,5,1,17927,18505,17288.95833,18192
21,3,17,5,1,18682,19163,17276.875,18873
20,1,18,5,1,20055,20574,17272.54167,20470
19,1,19,5,1,20057,20584,17278.20833,20720
18,1,20,5,1,19663,20041,17293.54167,20409
18,1,21,5,1,19045,19292,17313.91667,19781
17,1,22,5,1,17935,18031,17340.25,18663
16,1,23,5,1,16362,16316,17368.79167,17001
15,2,24,5,1,14977,14875,17393.33333,15464
15,2,1,6,1,14177,13977,17420.20833,14622
14,2,2,6,1,13809,13602,17446.875,14242
14,2,3,6,1,13674,13447,17472.29167,14057
14,2,4,6,1,13712,13403,17497.875,14017
13,2,5,6,1,14067,13697,17524.20833,14329
12,1,6,6,1,15289,14867,17550.875,15507
12,1,7,6,1,17639,17180,17576.5,17795
12,1,8,6,1,18973,18386,17605.70833,19087
12,1,9,6,1,19181,18506,17636.25,19239
13,2,10,6,1,19219,18524,17663.54167,19179
16,3,11,6,1,19244,18596,17683.04167,19064
19,3,12,6,1,19138,18620,17689.95833,18786
20,5,13,6,1,18909,18466,17690.33333,18475
22,4,14,6,1,18747,18342,17686.83333,18258
23,5,15,6,1,18524,18254,17673.16667,17926
23,5,16,6,1,18571,18192,17660.16667,17880
21,4,17,6,1,19249,18873,17643.20833,18466
21,4,18,6,1,20666,20470,17616.83333,19837
20,5,19,6,1,20655,20720,17584.16667,19936
19,5,20,6,1,20148,20409,17543.33333,19429
19,5,21,6,1,19539,19781,17504.125,18840
17,5,22,6,1,18665,18663,17473.625,17931
17,5,23,6,1,17424,17001,17457.625,16617
16,5,24,6,1,16095,15464,17451.70833,15322
15,5,1,7,0,15163,14622,17440.29167,14348
15,5,2,7,0,14662,14242,17423.66667,13843
15,4,3,7,0,14415,14057,17405.66667,13625
14,4,4,7,0,14302,14017,17387.08333,13571
14,3,5,7,0,14378,14329,17360.83333,13699
13,3,6,7,0,14805,15507,17303.79167,14138
12,3,7,7,0,15665,17795,17187.875,15013
12,4,8,7,0,16614,19087,17057.70833,15963
13,5,9,7,0,17774,19239,16968.375,17095
15,4,10,7,0,18511,19179,16907.16667,17710
17,3,11,7,0,18666,19064,16854.75,17806
19,4,12,7,0,18416,18786,16804.41667,17578
21,4,13,7,0,17959,18475,16748,17121
23,5,14,7,0,17518,18258,16684.25,16728
23,6,15,7,0,17244,17926,16622.625,16447
24,6,16,7,0,17278,17880,16561.66667,16417
23,6,17,7,0,18092,18466,16501.66667,17026
22,6,18,7,0,19717,19837,16452,18645
20,5,19,7,0,19852,19936,16403.79167,18779
19,6,20,7,0,19448,19429,16362.41667,18436
18,6,21,7,0,18964,18840,16323.75,17912
18,5,22,7,0,18274,17931,16291.83333,17165
17,5,23,7,0,17262,16617,16270.16667,16097
16,5,24,7,0,16246,15322,16256,14982
16,4,1,1,0,15457,14348,16247.54167,14145
15,4,2,1,0,15022,13843,16239.20833,13643
14,3,3,1,0,14825,13625,16231.79167,13447
13,2,4,1,0,14745,13571,16221.75,13330
12,2,5,1,0,14796,13699,16209.29167,13400
13,2,6,1,0,15094,14138,16190.04167,13676
11,1,7,1,0,15680,15013,16159.83333,14288
11,2,8,1,0,16352,15963,16116.79167,14930
14,4,9,1,0,17350,17095,16064.91667,15850
17,5,10,1,0,18023,17710,16012.16667,16444
21,7,11,1,0,18291,17806,15963.91667,16648
24,8,12,1,0,18301,17578,15928.125,16719
27,9,13,1,0,18119,17121,15904.20833,16547
28,10,14,1,0,17753,16728,15883.375,16228
30,11,15,1,0,17492,16447,15862.83333,15954
31,12,16,1,0,17546,16417,15841.875,15914
31,12,17,1,0,18487,17026,15823.875,16594
29,12,18,1,0,20303,18645,15802.08333,18122
28,13,19,1,0,20500,18779,15768.875,17982
26,13,20,1,0,20132,18436,15720.29167,17270
26,13,21,1,0,19465,17912,15677.70833,16890
26,13,22,1,0,18366,17165,15638.5,16224
24,13,23,1,0,16983,16097,15609.33333,15397
24,13,24,1,0,15774,14982,15590.45833,14529
22,14,1,2,1,14986,14145,15563.33333,13494
20,13,2,2,1,14645,13643,15535.70833,12980
21,13,3,2,1,14551,13447,15511.20833,12859
20,13,4,2,1,14572,13330,15494.45833,12928
19,13,5,2,1,14926,13400,15488.83333,13265
18,12,6,2,1,16165,13676,15522.04167,14473
16,12,7,2,1,18563,14288,15625.95833,16782
15,12,8,2,1,19935,14930,15757.29167,18082
18,13,9,2,1,20153,15850,15857.20833,18248
23,15,10,2,1,20146,16444,15929.70833,18184
27,18,11,2,1,20090,16648,15990.08333,18097
30,19,12,2,1,19906,16719,16037.29167,17852
32,21,13,2,1,19653,16547,16076.54167,17489
33,21,14,2,1,19397,16228,16118.75,17241
34,21,15,2,1,19149,15954,16160.875,16965
34,22,16,2,1,19221,15914,16201.875,16898
34,22,17,2,1,20070,16594,16240.58333,17523
32,22,18,2,1,21516,18122,16290.875,19329
30,21,19,2,1,21572,17982,16363.375,19722
27,21,20,2,1,21071,17270,16449.41667,19335
26,20,21,2,1,20300,16890,16520.29167,18591
26,21,22,2,1,19022,16224,16570.125,17420
23,20,23,2,1,17299,15397,16583.75,15724
22,19,24,2,1,15853,14529,16578.20833,14396
20,18,1,3,1,14903,13494,16581.08333,13563
20,17,2,3,1,14467,12980,16589.125,13173
19,17,3,3,1,14298,12859,16594.25,12982
18,16,4,3,1,14316,12928,16597.70833,13011
18,16,5,3,1,14632,13265,16601.75,13362
20,18,6,3,1,15838,14473,16602.375,14488
22,19,7,3,1,18180,16782,16604.29167,16828
22,20,8,3,1,19496,18082,16606.79167,18142
24,20,9,3,1,19640,18248,16612.75,18391
26,22,10,3,1,19652,18184,16621.58333,18396
28,24,11,3,1,19626,18097,16633.29167,18378
29,25,12,3,1,19540,17852,16650.66667,18269
30,26,13,3,1,19372,17489,16675.04167,18074
31,26,14,3,1,19259,17241,16703.20833,17917
32,27,15,3,1,19029,16965,16737.33333,17784
32,27,16,3,1,19022,16898,16778.58333,17888
32,27,17,3,1,19703,17523,16825.25,18643
31,28,18,3,1,21008,19329,16850.29167,19930
31,28,19,3,1,20976,19722,16860.91667,19977
32,29,20,3,1,20435,19335,16865.91667,19455
32,30,21,3,1,19590,18591,16864.875,18566
33,31,22,3,1,18315,17420,16857.33333,17239
34,32,23,3,1,16714,15724,16847.25,15482
34,33,24,3,1,15284,14396,16828.29167,13941
35,34,1,4,1,14373,13563,16801.625,12923
36,35,2,4,1,13928,13173,16769.125,12393
35,34,3,4,1,13715,12982,16736.875,12208
34,31,4,4,1,13644,13011,16702.95833,12197
33,31,5,4,1,13914,13362,16666.70833,12492
34,30,6,4,1,14928,14488,16631.20833,13636
34,30,7,4,1,16865,16828,16591,15863
34,30,8,4,1,18147,18142,16546,17062
36,30,9,4,1,18644,18391,16498.75,17257
37,30,10,4,1,18973,18396,16455.58333,17360
38,29,11,4,1,19147,18378,16410.08333,17286
39,28,12,4,1,19131,18269,16364.375,17172
39,22,13,4,1,18894,18074,16319.375,16994
40,21,14,4,1,18661,17917,16272.58333,16794
40,19,15,4,1,18494,17784,16222.16667,16574
39,18,16,4,1,18505,17888,16166.70833,16557
37,15,17,4,1,19163,18643,16104.16667,17142
35,14,18,4,1,20574,19930,16058.33333,18830
32,13,19,4,1,20584,19977,16032.83333,19365
30,13,20,4,1,20041,19455,16015.16667,19031
29,13,21,4,1,19292,18566,16006.875,18367
28,13,22,4,1,18031,17239,16007.20833,17247
27,13,23,4,1,16316,15482,16015.20833,15674
27,13,24,4,1,14875,13941,16022.58333,14118
26,11,1,5,1,13977,12923,16035.83333,13241
25,12,2,5,1,13602,12393,16054,12829
25,12,3,5,1,13447,12208,16073.54167,12677
25,12,4,5,1,13403,12197,16094.58333,12702
24,12,5,5,1,13697,12492,16118.625,13069
24,11,6,5,1,14867,13636,16147.33333,14325
23,11,7,5,1,17180,15863,16181.29167,16678
23,11,8,5,1,18386,17062,16216.70833,17912
24,11,9,5,1,18506,17257,16248.16667,18012
25,11,10,5,1,18524,17360,16271.33333,17916
28,11,11,5,1,18596,17286,16293.54167,17819
30,10,12,5,1,18620,17172,16313,17639
32,11,13,5,1,18466,16994,16325.75,17300
32,10,14,5,1,18342,16794,16343.33333,17216
33,11,15,5,1,18254,16574,16366.20833,17123
33,11,16,5,1,18192,16557,16394.33333,17232
32,11,17,5,1,18873,17142,16422.75,17824
32,11,18,5,1,20470,18830,16441.08333,19270
31,11,19,5,1,20720,19365,16448.54167,19544
30,11,20,5,1,20409,19031,16451.41667,19100
30,11,21,5,1,19781,18367,16442.625,18156
29,11,22,5,1,18663,17247,16432.875,17013
29,11,23,5,1,17001,15674,16426.83333,15529
29,11,24,5,1,15464,14118,16426.41667,14108
28,11,1,6,1,14622,13241,16422.75,13153
28,11,2,6,1,14242,12829,16415.45833,12654
28,12,3,6,1,14057,12677,16406.58333,12464
28,12,4,6,1,14017,12702,16395.45833,12435
27,13,5,6,1,14329,13069,16380.95833,12721
27,15,6,6,1,15507,14325,16361.54167,13859
27,15,7,6,1,17795,16678,16331,15945
26,18,8,6,1,19087,17912,16308.41667,17370
25,20,9,6,1,19239,18012,16307.79167,17997
26,22,10,6,1,19179,17916,16325.16667,18333
26,23,11,6,1,19064,17819,16361.20833,18684
27,24,12,6,1,18786,17639,16409.29167,18793
27,25,13,6,1,18475,17300,16466.625,18676
28,26,14,6,1,18258,17216,16521.04167,18522
29,28,15,6,1,17926,17123,16569.45833,18285
31,29,16,6,1,17880,17232,16608,18157
31,30,17,6,1,18466,17824,16639.83333,18588
32,30,18,6,1,19837,19270,16649.41667,19500
32,30,19,6,1,19936,19544,16636.16667,19226
32,30,20,6,1,19429,19100,16609.04167,18449
32,31,21,6,1,18840,18156,16586.625,17618
32,31,22,6,1,17931,17013,16566.08333,16520
31,30,23,6,1,16617,15529,16552.91667,15213
32,30,24,6,1,15322,14108,16542.58333,13860
31,30,1,7,0,14348,13153,16529.79167,12846
31,30,2,7,0,13843,12654,16516.08333,12325
31,30,3,7,0,13625,12464,16497.16667,12010
31,30,4,7,0,13571,12435,16474.16667,11883
31,30,5,7,0,13699,12721,16441.45833,11936
31,30,6,7,0,14138,13859,16378.08333,12338
32,30,7,7,0,15013,15945,16262.5,13171
32,30,8,7,0,15963,17370,16126.5,14106
32,30,9,7,0,17095,17997,16013.33333,15281
32,30,10,7,0,17710,18333,15919.875,16090
33,31,11,7,0,17806,18684,15824.875,16404
35,31,12,7,0,17578,18793,15725.54167,16409
36,31,13,7,0,17121,18676,15616.625,16062
37,31,14,7,0,16728,18522,15496.83333,15647
37,29,15,7,0,16447,18285,15376.45833,15396
37,28,16,7,0,16417,18157,15257.16667,15294
37,25,17,7,0,17026,18588,15138.70833,15745
35,24,18,7,0,18645,19500,15037.375,17068
34,21,19,7,0,18779,19226,14958.20833,17326
32,20,20,7,0,18436,18449,14896.625,16971
30,17,21,7,0,17912,17618,14849.04167,16476
28,14,22,7,0,17165,16520,14818.41667,15785
26,12,23,7,0,16097,15213,14804.08333,14869
25,11,24,7,0,14982,13860,14802.33333,13818
22,9,1,1,0,14145,12846,14809.95833,13029
21,8,2,1,0,13643,12325,14818.95833,12541
20,8,3,1,0,13447,12010,14832.58333,12337
20,8,4,1,0,13330,11883,14849.95833,12300
19,6,5,1,0,13400,11936,14870.29167,12424
17,3,6,1,0,13676,12338,14891.83333,12855
15,2,7,1,0,14288,13171,14906.66667,13527
13,-2,8,1,0,14930,14106,14914.33333,14290
12,-5,9,1,0,15850,15281,14917.41667,15355
13,-5,10,1,0,16444,16090,14916.16667,16060
15,-6,11,1,0,16648,16404,14916.41667,16410
17,-4,12,1,0,16719,16409,14923,16567
20,-3,13,1,0,16547,16062,14939.91667,16468
21,-4,14,1,0,16228,15647,14960,16129
23,-3,15,1,0,15954,15396,14977.20833,15809
24,-2,16,1,0,15914,15294,14997.125,15772
24,0,17,1,0,16594,15745,15024.70833,16407
23,-1,18,1,0,18122,17068,15068.125,18110
22,1,19,1,0,17982,17326,15127.875,18760
22,2,20,1,0,17270,16971,15190.125,18465
21,3,21,1,0,16890,16476,15246.08333,17819
21,4,22,1,0,16224,15785,15284.79167,16714
21,5,23,1,0,15397,14869,15307.29167,15409
22,6,24,1,0,14529,13818,15324.75,14237
21,5,1,2,1,13494,13029,15336.5,13311
22,6,2,2,1,12980,12541,15354.04167,12962
22,6,3,2,1,12859,12337,15377.04167,12889
21,7,4,2,1,12928,12300,15401.33333,12883
22,7,5,2,1,13265,12424,15434.45833,13219
22,7,6,2,1,14473,12855,15501.95833,14475
21,7,7,2,1,16782,13527,15639.41667,16826
21,7,8,2,1,18082,14290,15797.875,18093
22,8,9,2,1,18248,15355,15921.54167,18323
25,9,10,2,1,18184,16060,16015.33333,18311
29,11,11,2,1,18097,16410,16091.25,18232
34,13,12,2,1,17852,16567,16149.375,17962
36,15,13,2,1,17489,16468,16199.83333,17679
37,16,14,2,1,17241,16129,16252.70833,17398
38,17,15,2,1,16965,15809,16304.625,17055
38,18,16,2,1,16898,15772,16362.375,17158
38,19,17,2,1,17523,16407,16418.95833,17765
37,20,18,2,1,19329,18110,16465.95833,19238
37,21,19,2,1,19722,18760,16495.45833,19468
37,22,20,2,1,19335,18465,16515.875,18955
37,23,21,2,1,18591,17819,16526.66667,18078
37,23,22,2,1,17420,16714,16530.95833,16817
37,23,23,2,1,15724,15409,16521.25,15176
37,23,24,2,1,14396,14237,16498.125,13682
37,23,1,3,1,13563,13311,16473.5,12720
36,23,2,3,1,13173,12962,16442.875,12227
36,24,3,3,1,12982,12889,16405.33333,11988
35,24,4,3,1,13011,12883,16367.54167,11976
35,24,5,3,1,13362,13219,16326.54167,12235
34,24,6,3,1,14488,14475,16282,13406
33,24,7,3,1,16828,16826,16238.16667,15774
32,23,8,3,1,18142,18093,16190.79167,16956
33,24,9,3,1,18391,18323,16137.33333,17040
36,24,10,3,1,18396,18311,16078.95833,16910
39,24,11,3,1,18378,18232,16022.41667,16875
41,23,12,3,1,18269,17962,15970.79167,16723
41,22,13,3,1,18074,17679,15921.75,16502
42,21,14,3,1,17917,17398,15878.33333,16356
43,21,15,3,1,17784,17055,15841.375,16168
42,21,16,3,1,17888,17158,15798.95833,16140
42,20,17,3,1,18643,17765,15752.125,16641
41,20,18,3,1,19930,19238,15705.58333,18121
40,20,19,3,1,19977,19468,15671.29167,18645
37,20,20,3,1,19455,18955,15644.79167,18319
35,20,21,3,1,18566,18078,15631.16667,17751
34,21,22,3,1,17239,16817,15622.95833,16620
35,21,23,3,1,15482,15176,15610.20833,14870
34,25,24,3,1,13941,13682,15599.83333,13433
33,24,1,4,1,12923,12720,15591.125,12511
33,23,2,4,1,12393,12227,15585.58333,12094
31,22,3,4,1,12208,11988,15582.66667,11918
30,22,4,4,1,12197,11976,15581.95833,11959
30,21,5,4,1,12492,12235,15583.75,12278
30,21,6,4,1,13636,13406,15587.25,13490
30,20,7,4,1,15863,15774,15591.33333,15872
29,19,8,4,1,17062,16956,15597.375,17101
30,18,9,4,1,17257,17040,15606.79167,17266
32,17,10,4,1,17360,16910,15620.58333,17241
33,17,11,4,1,17286,16875,15637.16667,17273
33,15,12,4,1,17172,16723,15656.41667,17185
33,15,13,4,1,16994,16502,15675.375,16957
34,14,14,4,1,16794,16356,15696.79167,16870
33,12,15,4,1,16574,16168,15720.5,16737
33,11,16,4,1,16557,16140,15745.20833,16733
32,10,17,4,1,17142,16641,15770.125,17239
30,9,18,4,1,18830,18121,15798.08333,18792
28,8,19,4,1,19365,18645,15832,19459
27,8,20,4,1,19031,18319,15864.875,19108
26,8,21,4,1,18367,17751,15893.79167,18445
25,7,22,4,1,17247,16620,15923.125,17324
24,7,23,4,1,15674,14870,15958.79167,15726
22,8,24,4,1,14118,13433,15993.04167,14255
21,8,1,5,1,13241,12511,16028.70833,13367
21,7,2,5,1,12829,12094,16064.08333,12943
19,7,3,5,1,12677,11918,16100.54167,12793
18,6,4,5,1,12702,11959,16138.54167,12871
18,6,5,5,1,13069,12278,16178.5,13237
17,7,6,5,1,14325,13490,16219.875,14483
16,7,7,5,1,16678,15872,16258.875,16808
16,8,8,5,1,17912,17101,16299.58333,18078
18,9,9,5,1,18012,17266,16341.95833,18283
21,9,10,5,1,17916,17241,16385.125,18277
23,10,11,5,1,17819,17273,16428.58333,18316
25,11,12,5,1,17639,17185,16465,18059
28,13,13,5,1,17300,16957,16496.95833,17724
30,13,14,5,1,17216,16870,16519.95833,17422
32,13,15,5,1,17123,16737,16530.79167,16997
33,14,16,5,1,17232,16733,16536.375,16867
33,15,17,5,1,17824,17239,16538.45833,17289
32,15,18,5,1,19270,18792,16535.95833,18732
31,16,19,5,1,19544,19459,16528.83333,19288
31,16,20,5,1,19100,19108,16521.04167,18921
31,16,21,5,1,18156,18445,16511.41667,18214
30,17,22,5,1,17013,17324,16500.58333,17064
29,18,23,5,1,15529,15726,16491.79167,15515
28,18,24,5,1,14108,14255,16484.66667,14084
27,17,1,6,1,13153,13367,16474.83333,13131
28,18,2,6,1,12654,12943,16461.625,12626
29,18,3,6,1,12464,12793,16445.29167,12401
27,19,4,6,1,12435,12871,16423.83333,12356
28,18,5,6,1,12721,13237,16401.04167,12690
27,19,6,6,1,13859,14483,16373.54167,13823
28,19,7,6,1,15945,16808,16341.5,16039
28,19,8,6,1,17370,18078,16304.41667,17188
30,20,9,6,1,17997,18283,16267.41667,17395
32,20,10,6,1,18333,18277,16229.25,17361
34,20,11,6,1,18684,18316,16186.95833,17301
35,19,12,6,1,18793,18059,16147.79167,17119
36,19,13,6,1,18676,17724,16107.25,16751
37,19,14,6,1,18522,17422,16067.875,16477
38,18,15,6,1,18285,16997,16033.375,16169
39,18,16,6,1,18157,16867,15996.75,15988
38,18,17,6,1,18588,17289,15955.375,16296
38,18,18,6,1,19500,18732,15902.75,17469
37,18,19,6,1,19226,19288,15848.5,17986
35,18,20,6,1,18449,18921,15791.79167,17560
34,18,21,6,1,17618,18214,15740.16667,16975
34,18,22,6,1,16520,17064,15700.125,16103
34,18,23,6,1,15213,15515,15673.83333,14884
33,18,24,6,1,13860,14084,15655.58333,13646
32,18,1,7,0,12846,13131,15636.375,12670
32,18,2,7,0,12325,12626,15618.5,12197
32,19,3,7,0,12010,12401,15597.66667,11901
31,18,4,7,0,11883,12356,15574.08333,11790
